usp_category,usp_class,usp_drug,kegg_id_drug,drug_example,kegg_id_drug_example,nomenclature
Antibacterials,Tetracyclines,tetracycline,DG00005,tetracycline,D00201,(JAN/USP/INN)
Antibacterials,Tetracyclines,tetracycline,DG00005,tetracycline hydrochloride,D02122,(JP17/USP)
Antibacterials,Tetracyclines,tetracycline,DG00005,tetracycline metaphosphate,D06098,(JAN)
Antibacterials,"Antibacterials, Other",trimethoprim,DG00595,trimethoprim,D00145,(JAN/USP/INN)
Antibacterials,"Antibacterials, Other",trimethoprim,DG00595,trimethoprim sulfate,D06236,(USP)
Antibacterials,"Antibacterials, Other",trimethoprim,DG00595,trimethoprim lactate,D08644,
Antibacterials,"Antibacterials, Other",vancomycin,DG00086,vancomycin,D00212,(USP)
Antibacterials,"Antibacterials, Other",vancomycin,DG00086,vancomycin hydrochloride,D00926,(JP17/USP)
Antibacterials,"Antibacterials, Other",clindamycin,DG00435,clindamycin,D00277,(USAN/INN)
Antibacterials,"Antibacterials, Other",clindamycin,DG00435,clindamycin phosphate,D01073,(JP17/USP)
Antibacterials,"Antibacterials, Other",clindamycin,DG00435,clindamycin palmitate hydrochloride,D01990,(JAN/USP)
Antibacterials,"Antibacterials, Other",clindamycin,DG00435,clindamycin hydrochloride,D02132,(JP17/USP)
Antibacterials,"Antibacterials, Other",clindamycin,DG00435,clindamycin phosphate hydrate,D10531,(JAN)
Antibacterials,"Antibacterials, Other",lincomycin,DG00607,lincomycin,D00223,(USAN/INN)
Antibacterials,"Antibacterials, Other",lincomycin,DG00607,lincomycin hydrochloride hydrate,D02346,(JP17/USP)
Antibacterials,"Antibacterials, Other",nitrofurantoin,,nitrofurantoin,D00439,(JAN/USP/INN)
Antibacterials,"Antibacterials, Other",linezolid,,linezolid,D00947,(JAN/USAN/INN)
Antibacterials,"Antibacterials, Other",acetic acid,,"acetic acid, glacial",D00010,(USP)
Antibacterials,"Antibacterials, Other",bacitracin,DG00400,bacitracin,D00128,(JP17/USP/INN)
Antibacterials,"Antibacterials, Other",bacitracin,DG00400,bacitracin methylene disalicylate,D03047,(USP)
Antibacterials,"Antibacterials, Other",bacitracin,DG00400,bacitracin zinc,D03048,(USP)
Antibacterials,"Antibacterials, Other",chloramphenicol,DG00399,chloramphenicol,D00104,(JP17/USP/INN)
Antibacterials,"Antibacterials, Other",chloramphenicol,DG00399,chloramphenicol palmitate,D01072,(JP17/USP)
Antibacterials,"Antibacterials, Other",chloramphenicol,DG00399,chloramphenicol sodium succinate,D02185,(JP17/USP)
Antibacterials,"Antibacterials, Other",chloramphenicol,DG00399,chloramphenicol stearate,D07674,
Antibacterials,"Antibacterials, Other",chloramphenicol,DG00399,chloramphenicol succinate,D07675,
Antibacterials,"Antibacterials, Other",chloramphenicol,DG00399,chloramphenicol pantothenate complex,D03461,(USAN/INN)
Antibacterials,"Antibacterials, Other",daptomycin,,daptomycin,D01080,(JAN/USAN/INN)
Antibacterials,"Antibacterials, Other",fosfomycin,DG00633,fosfomycin,D04253,(USAN/INN)
Antibacterials,"Antibacterials, Other",fosfomycin,DG00633,fosfomycin tromethamine,D00925,(USAN)
Antibacterials,"Antibacterials, Other",fosfomycin,DG00633,fosfomycin calcium hydrate,D02187,(JP17)
Antibacterials,"Antibacterials, Other",fosfomycin,DG00633,fosfomycin sodium,D02188,(JP17)
Antibacterials,"Antibacterials, Other",fosfomycin,DG00633,fosfomycin calcium,D07995,
Antibacterials,"Antibacterials, Other",gramicidin,DG01043,gramicidin,D04369,(JP17/USP/INN)
Antibacterials,"Antibacterials, Other",gramicidin,DG01043,gramicidin s hydrochloride,D02230,(JAN)
Antibacterials,"Antibacterials, Other",mafenide,DG00404,mafenide,D02351,(USAN/INN)
Antibacterials,"Antibacterials, Other",mafenide,DG00404,mafenide acetate,D01166,(JAN/USP)
Antibacterials,"Antibacterials, Other",mafenide,DG00404,homosulfamine,D04815,
Antibacterials,"Antibacterials, Other",methenamine,DG00635,methenamine,D00393,(USP/INN)
Antibacterials,"Antibacterials, Other",methenamine,DG00635,methenamine hippurate,D00855,(JAN/USP)
Antibacterials,"Antibacterials, Other",methenamine,DG00635,methenamine mandelate,D00856,(USP)
Antibacterials,"Antibacterials, Other",methenamine,DG00635,methenamine sulfosalicylate,D08199,
Antibacterials,"Antibacterials, Other",metronidazole,DG00006,metronidazole,D00409,(JP17/USP/INN)
Antibacterials,"Antibacterials, Other",metronidazole,DG00006,metronidazole hydrochloride,D05016,(USAN)
Antibacterials,"Antibacterials, Other",metronidazole,DG00006,metronidazole phosphate,D05017,(USAN)
Antibacterials,"Antibacterials, Other",metronidazole,DG00006,metronidazole benzoate,D08214,(USP)
Antibacterials,"Antibacterials, Other",mupirocin,DG00402,mupirocin,D01076,(USP/INN)
Antibacterials,"Antibacterials, Other",mupirocin,DG00402,mupirocin calcium,D02195,(USAN)
Antibacterials,"Antibacterials, Other",polymyxin b,DG00083,polymyxin b,D08401,(INN)
Antibacterials,"Antibacterials, Other",polymyxin b,DG00083,polymyxin b sulfate,D01066,(USP/INN)
Antibacterials,"Antibacterials, Other",retapamulin,,retapamulin,D05720,(USAN/INN)
Antibacterials,"Antibacterials, Other",rifaximin,,rifaximin,D02554,(JAN/USAN/INN)
Antibacterials,"Antibacterials, Other",telavancin,,telavancin hydrochloride,D06057,(USAN)
Antibacterials,"Antibacterials, Other",tinidazole,,tinidazole,D01426,(JP17/USP/INN)
Antibacterials,"Antibacterials, Other",tigecycline,,tigecycline,D01079,(JAN/USAN)
Anticonvulsants,Calcium Channel Modifying Agents,ethosuximide,,ethosuximide,D00539,(JP17/USP/INN)
Anticonvulsants,Calcium Channel Modifying Agents,methsuximide,,methsuximide,D00404,(USP)
Anticonvulsants,Calcium Channel Modifying Agents,pregabalin,,pregabalin,D02716,(JAN/USAN/INN)
Anticonvulsants,Calcium Channel Modifying Agents,zonisamide,,zonisamide,D00538,(JAN/USAN/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,clobazam,,clobazam,D01253,(JAN/USAN/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,clonazepam,,clonazepam,D00280,(JP17/USP/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,clorazepate,DG01218,clorazepate dipotassium,D00694,(JP17/USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,clorazepate,DG01218,clorazepate monopotassium,D03562,(USAN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,diazepam,,diazepam,D00293,(JP17/USP/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,lorazepam,,lorazepam,D00365,(JP17/USP/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,mephobarbital,,mephobarbital,D00700,(JAN/USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,primidone,,primidone,D00474,(JP17/USP/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,divalproex,,divalproex sodium,D00304,(USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,gabapentin,DG01245,gabapentin,D00332,(JAN/USAN/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,gabapentin,DG01245,gabapentin enacarbil,D09539,(JAN/USAN/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,primidone,,primidone,D00474,(JP17/USP/INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,tiagabine,DG00850,tiagabine,D08588,(INN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,tiagabine,DG00850,tiagabine hydrochloride,D02097,(USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,valproate,DG00849,valproic acid,D00399,(USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,valproate,DG00849,divalproex sodium,D00304,(USP)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,valproate,DG00849,valproate sodium,D00710,(USAN)
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,valproate,DG00849,calcium valproate,D08667,
Anticonvulsants,Gamma-aminobutyric Acid (GABA) Augmenting Agents,vigabatrin,,vigabatrin,D00535,(JAN/USAN/INN)
Anticonvulsants,Glutamate Reducing Agents,felbamate,,felbamate,D00536,(USAN/INN)
Anticonvulsants,Glutamate Reducing Agents,lamotrigine,,lamotrigine,D00354,(JAN/USAN/INN)
Anticonvulsants,Glutamate Reducing Agents,perampanel,DG01901,perampanel,D08964,(USAN)
Anticonvulsants,Glutamate Reducing Agents,perampanel,DG01901,perampanel hydrate,D10780,(JAN)
Anticonvulsants,Glutamate Reducing Agents,topiramate,,topiramate,D00537,(JAN/USAN/INN)
Anticonvulsants,Sodium Channel Agents,carbamazepine,,carbamazepine,D00252,(JP17/USP/INN)
Anticonvulsants,Sodium Channel Agents,eslicarbazepine,DG00848,eslicarbazepine,D09215,(USAN/INN)
Anticonvulsants,Sodium Channel Agents,eslicarbazepine,DG00848,eslicarbazepine acetate,D09612,(USAN)
Anticonvulsants,Sodium Channel Agents,ethotoin,,ethotoin,D00708,(JAN/USP/INN)
Anticonvulsants,Sodium Channel Agents,fosphenytoin,DG00847,fosphenytoin,D07993,(INN)
Anticonvulsants,Sodium Channel Agents,fosphenytoin,DG00847,fosphenytoin sodium,D02096,(USP)
Anticonvulsants,Sodium Channel Agents,fosphenytoin,DG00847,fosphenytoin sodium hydrate,D07595,(JAN)
Anticonvulsants,Sodium Channel Agents,lacosamide,,lacosamide,D07299,(JAN/USAN/INN)
Anticonvulsants,Sodium Channel Agents,oxcarbazepine,,oxcarbazepine,D00533,(JAN/USAN/INN)
Anticonvulsants,Sodium Channel Agents,phenytoin,DG00846,phenytoin,D00512,(JP17/USP/INN)
Anticonvulsants,Sodium Channel Agents,phenytoin,DG00846,phenytoin sodium,D02103,(USP)
Anticonvulsants,Sodium Channel Agents,rufinamide,,rufinamide,D05775,(JAN/USAN/INN)
Anticonvulsants,"Anticonvulsants, Other",levetiracetam,,levetiracetam,D00709,(JAN/USAN/INN)
Anticonvulsants,"Anticonvulsants, Other",ezogabine,,ezogabine,D09569,(USAN)
Antidementia Agents,Cholinesterase Inhibitors,donepezil,DG00983,donepezil,D07869,(INN)
Antidementia Agents,Cholinesterase Inhibitors,donepezil,DG00983,donepezil hydrochloride,D00670,(JP17/USAN)
Antidementia Agents,Cholinesterase Inhibitors,galantamine,DG00985,galantamine,D04292,(USAN/INN)
Antidementia Agents,Cholinesterase Inhibitors,galantamine,DG00985,galantamine hydrobromide,D02173,(JAN/USAN)
Antidementia Agents,Cholinesterase Inhibitors,rivastigmine,DG00984,rivastigmine,D03822,(JAN/USAN/INN)
Antidementia Agents,Cholinesterase Inhibitors,rivastigmine,DG00984,rivastigmine tartrate,D02558,
Antidementia Agents,N-methyl-D-aspartate (NMDA) Receptor Antagonist,memantine,DG00986,memantine,D08174,(INN)
Antidementia Agents,N-methyl-D-aspartate (NMDA) Receptor Antagonist,memantine,DG00986,memantine hydrochloride,D04905,(JAN/USAN)
Antidementia Agents,"Antidementia Agents, Other",ergoloid mesylates,,ergoloid mesylates,D02268,(USP)
Antidepressants,Monoamine Oxidase Inhibitors,phenelzine,DG00948,phenelzine,D08349,(BAN)
Antidepressants,Monoamine Oxidase Inhibitors,phenelzine,DG00948,phenelzine sulfate,D00505,(USP)
Antidepressants,Monoamine Oxidase Inhibitors,selegiline,DG00864,selegiline,D03731,(USAN/INN)
Antidepressants,Monoamine Oxidase Inhibitors,selegiline,DG00864,selegiline hydrochloride,D00785,(JAN/USP)
Antidepressants,Monoamine Oxidase Inhibitors,tranylcypromine,DG00949,tranylcypromine,D08625,(INN)
Antidepressants,Monoamine Oxidase Inhibitors,tranylcypromine,DG00949,tranylcypromine sulfate,D00826,(USP XXI)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),citalopram,DG00943,citalopram,D07704,(USP/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),citalopram,DG00943,citalopram hydrobromide,D00822,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),citalopram,DG00943,citalopram hydrochloride,D07705,
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),desvenlafaxine,DG00963,desvenlafaxine,D07793,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),desvenlafaxine,DG00963,desvenlafaxine succinate,D02570,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,DG00962,duloxetine,D07880,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),duloxetine,DG00962,duloxetine hydrochloride,D01179,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,DG00947,escitalopram,D07913,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),escitalopram,DG00947,escitalopram oxalate,D02567,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluoxetine,DG00942,fluoxetine,D00326,(USAN/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluoxetine,DG00942,fluoxetine hydrochloride,D00823,(JAN/USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluvoxamine,DG00946,fluvoxamine,D07984,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),fluvoxamine,DG00946,fluvoxamine maleate,D00824,(JP17/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),levomilnacipran,DG01387,levomilnacipran,D10072,(USAN/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),levomilnacipran,DG01387,levomilnacipran hydrochloride,D10133,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),maprotiline,DG00941,maprotiline,D02566,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),maprotiline,DG00941,maprotiline hydrochloride,D00818,(JP17/USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),nefazodone,DG00953,nefazodone,D08257,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),nefazodone,DG00953,nefazodone hydrochloride,D00819,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine,D02362,(USP/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine hydrochloride hydrate,D02260,(JP17)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine hydrochloride,D05374,(USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),paroxetine,DG00944,paroxetine mesylate,D05375,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,DG00945,sertraline,D02360,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),sertraline,DG00945,sertraline hydrochloride,D00825,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),trazodone,DG00952,trazodone,D08626,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),trazodone,DG00952,trazodone hydrochloride,D00820,(JAN/USP)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,DG00959,venlafaxine,D08670,(INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),venlafaxine,DG00959,venlafaxine hydrochloride,D00821,(JAN/USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vilazodone,DG00964,vilazodone,D09698,(USAN/INN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vilazodone,DG00964,vilazodone hydrochloride,D09699,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vortioxetine,DG00965,vortioxetine,D10184,(USAN)
Antidepressants,SSRIs/SNRIs (Selective Serotonin Reuptake Inhibitors/Serotonin and Norepinephrine Reuptake Inhibitors),vortioxetine,DG00965,vortioxetine hydrobromide,D10185,(JAN/USAN)
Antidepressants,Tricyclics,amitriptyline,DG00934,amitriptyline,D07448,(INN)
Antidepressants,Tricyclics,amitriptyline,DG00934,amitriptyline hydrochloride,D00809,(JP17/USP)
Antidepressants,Tricyclics,amoxapine,,amoxapine,D00228,(JP17/USP/INN)
Antidepressants,Tricyclics,clomipramine,DG00929,clomipramine,D07727,(INN)
Antidepressants,Tricyclics,clomipramine,DG00929,clomipramine hydrochloride,D00811,(JP17/USP)
Antidepressants,Tricyclics,desipramine,DG00927,desipramine,D07791,(INN)
Antidepressants,Tricyclics,desipramine,DG00927,desipramine hydrochloride,D00812,(JAN/USP)
Antidepressants,Tricyclics,doxepin,DG00937,doxepin,D07875,(INN)
Antidepressants,Tricyclics,doxepin,DG00937,doxepin hydrochloride,D00814,(USP)
Antidepressants,Tricyclics,imipramine,DG00928,imipramine,D08070,(INN)
Antidepressants,Tricyclics,imipramine,DG00928,imipramine hydrochloride,D00815,(JP17/USP)
Antidepressants,Tricyclics,imipramine,DG00928,imipramine pamoate,D08071,(USP)
Antidepressants,Tricyclics,nortriptyline,DG00935,nortriptyline,D08288,(INN)
Antidepressants,Tricyclics,nortriptyline,DG00935,nortriptyline hydrochloride,D00816,(JP17/USP/INN)
Antidepressants,Tricyclics,protriptyline,DG00936,protriptyline,D08447,(INN)
Antidepressants,Tricyclics,protriptyline,DG00936,protriptyline hydrochloride,D00484,(USP)
Antidepressants,Tricyclics,trimipramine,DG00931,trimipramine,D00394,(USAN/INN)
Antidepressants,Tricyclics,trimipramine,DG00931,trimipramine maleate,D02408,(JAN/USAN)
Antidepressants,"Antidepressants, Other",bupropion,DG00957,bupropion,D07591,(INN)
Antidepressants,"Antidepressants, Other",bupropion,DG00957,bupropion hydrochloride,D00817,(JAN/USP)
Antidepressants,"Antidepressants, Other",bupropion,DG00957,bupropion hydrobromide,D07938,(USAN)
Antidepressants,"Antidepressants, Other",mirtazapine,,mirtazapine,D00563,(JAN/USAN/INN)
Antidepressants,"Antidepressants, Other",aripiprazole,DG00906,aripiprazole,D01164,(JAN/USAN/INN)
Antidepressants,"Antidepressants, Other",aripiprazole,DG00906,aripiprazole cavoxil,D10355,(USAN)
Antidepressants,"Antidepressants, Other",aripiprazole,DG00906,aripiprazole lauroxil,D10364,(USAN)
Antidepressants,"Antidepressants, Other",aripiprazole,DG00906,aripiprazole hydrate,D10516,(JAN)
Antidepressants,"Antidepressants, Other",quetiapine,DG00899,quetiapine,D08456,(INN)
Antidepressants,"Antidepressants, Other",quetiapine,DG00899,quetiapine fumarate,D00458,(JP17/USAN)
Antiemetics,Emetogenic Therapy Adjuncts,dolasetron,DG00063,dolasetron,D07867,(INN)
Antiemetics,Emetogenic Therapy Adjuncts,dolasetron,DG00063,dolasetron mesylate,D00725,(USP)
Antiemetics,Emetogenic Therapy Adjuncts,granisetron,DG00061,granisetron,D04370,(JAN/USAN/INN)
Antiemetics,Emetogenic Therapy Adjuncts,granisetron,DG00061,granisetron hydrochloride,D00677,(JAN/USAN)
Antiemetics,Emetogenic Therapy Adjuncts,ondansetron,DG00060,ondansetron,D00456,(JAN/USP/INN)
Antiemetics,Emetogenic Therapy Adjuncts,ondansetron,DG00060,ondansetron hydrochloride hydrate,D00678,(JAN/USP)
Antiemetics,Emetogenic Therapy Adjuncts,palonosetron,DG00064,palonosetron,D07175,(INN)
Antiemetics,Emetogenic Therapy Adjuncts,palonosetron,DG00064,palonosetron hydrochloride,D05343,(JAN/USAN)
Antiemetics,Emetogenic Therapy Adjuncts,aprepitant,DG00066,aprepitant,D02968,(JAN/USAN/INN)
Antiemetics,Emetogenic Therapy Adjuncts,aprepitant,DG00066,fosaprepitant dimeglumine,D06597,(USAN)
Antiemetics,Emetogenic Therapy Adjuncts,nabilone,,nabilone,D05099,(USAN/INN)
Antiemetics,Emetogenic Therapy Adjuncts,dronabinol,,dronabinol,D00306,(USP/INN)
Antiemetics,"Antiemetics, Other",chlorpromazine,DG00867,chlorpromazine,D00270,(USP/INN)
Antiemetics,"Antiemetics, Other",chlorpromazine,DG00867,chlorpromazine hydrochloride,D00789,(JP17/USP)
Antiemetics,"Antiemetics, Other",chlorpromazine,DG00867,chlorpromazine hibenzate,D03274,(JAN)
